CNPJ Entidade	Nome Entidade	N˙mero ConvÍnio	”rg„o Concedente	Motivo Impedimento
00619461000147	FUNDACAO RIO MADEIRA	591091	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA EXECU«√O
00619461000147	FUNDACAO RIO MADEIRA	594115	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00619461000147	FUNDACAO RIO MADEIRA	596188	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00619461000147	FUNDACAO RIO MADEIRA	599541	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	MOTIVO N√O ESPECIFICADO
00619461000147	FUNDACAO RIO MADEIRA	618970	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA EXECU«√O
00619461000147	FUNDACAO RIO MADEIRA	621099	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00619461000147	FUNDACAO RIO MADEIRA	622395	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00619461000147	FUNDACAO RIO MADEIRA	623813	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	MOTIVO N√O ESPECIFICADO
00619461000147	FUNDACAO RIO MADEIRA	625051	MINISTERIO DA EDUCACAO	MOTIVO N√O ESPECIFICADO
00619461000147	FUNDACAO RIO MADEIRA	626283	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00619808000151	UNIAO BRASILEIRA DE CEGOS	466957	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA EXECU«√O
00628833000100	ASSOCIACAO CULTURAL CLAUDIO SANTORO	570401	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00629001000108	INSTITUTO BRASILEIRO DE ESTUDOS E PESQUISAS COMUNITARIA	579411	MINISTERIO DA EDUCACAO	INSTAURA«√O DE TCE
00629001000108	INSTITUTO BRASILEIRO DE ESTUDOS E PESQUISAS COMUNITARIA	601200	MINISTERIO DOS DIREITOS HUMANOS	INSTAURA«√O DE TCE
00634426000105	ASSOCIACAO CEARENSE DE FLORISTAS	465507	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INSTAURA«√O DE TCE
00636718000179	ABC-ASSOCIACAO BENEFICIENTE CRISTA	507302	MINISTERIO DA SAUDE	INSCRICAO POR DECISAO DO T.C.U.
00671751000130	DJUMBAY	524232	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00671751000130	DJUMBAY	610982	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00671751000130	DJUMBAY	622866	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00679373000130	ASSOCIACAO BRASILEIRA DE AQUICULTURA	512582	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	MOTIVO N√O ESPECIFICADO
00692917000102	ASSOCIACAO DOS CRIADORES DE CAPRINOS E OVINOS DO SITIO	467506	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	IRREGULARIDADES NA EXECU«√O
00694754000199	ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PAULO F	376369	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00694754000199	ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PAULO F	378541	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00697006000160	ASSOCIACAO SERRANA AMBIENTALISTA	520498	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00713247000155	ASSOC DE COOPERACAO AGRICOLA DO ESTADO DE PERNAMBUCO	509091	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECU«√O
00713247000155	ASSOC DE COOPERACAO AGRICOLA DO ESTADO DE PERNAMBUCO	511681	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECU«√O
00713247000155	ASSOC DE COOPERACAO AGRICOLA DO ESTADO DE PERNAMBUCO	512401	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECU«√O
00713247000155	ASSOC DE COOPERACAO AGRICOLA DO ESTADO DE PERNAMBUCO	533641	MINISTERIO DOS DIREITOS HUMANOS	INSTAURA«√O DE TCE
00713247000155	ASSOC DE COOPERACAO AGRICOLA DO ESTADO DE PERNAMBUCO	544865	MINISTERIO DA INTEGRACAO NACIONAL	INSTAURA«√O DE TCE
00713247000155	ASSOC DE COOPERACAO AGRICOLA DO ESTADO DE PERNAMBUCO	611044	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00713247000155	ASSOC DE COOPERACAO AGRICOLA DO ESTADO DE PERNAMBUCO	619180	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00713264000192	CENTRO DE ESTUDOS E ACAO POPULAR DO PAJEU	532063	MINISTERIO DA EDUCACAO	INSTAURA«√O DE TCE
00715264000121	NUCLEO DE ACAO PARA O DESENVOLVIMENTO SUSTENTAVEL	424600	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECU«√O
00715264000121	NUCLEO DE ACAO PARA O DESENVOLVIMENTO SUSTENTAVEL	428176	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	IRREGULARIDADES NA EXECU«√O
00715264000121	NUCLEO DE ACAO PARA O DESENVOLVIMENTO SUSTENTAVEL	435447	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECU«√O
00715264000121	NUCLEO DE ACAO PARA O DESENVOLVIMENTO SUSTENTAVEL	491445	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00715264000121	NUCLEO DE ACAO PARA O DESENVOLVIMENTO SUSTENTAVEL	543438	MINISTERIO DA INTEGRACAO NACIONAL	INSTAURA«√O DE TCE
00718254000140	ASSOCIACAO BRASILIENSE DE DEFICIENTES VISUAIS	402339	MINISTERIO DA EDUCACAO	INSTAURA«√O DE TCE
00718254000140	ASSOCIACAO BRASILIENSE DE DEFICIENTES VISUAIS	423679	MINISTERIO DA EDUCACAO	INSTAURA«√O DE TCE
00728076000138	ASSOCIACAO DOS POVOS INDIGENAS DE TUMUCUMAQUE	562407	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00744849000170	ASSOCIACAO DOS PRODUTORES DE LAGOA DE FORA	588762	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00749587000136	SINDICATO DOS TRABALHADORES E TRABALHADORAS RURAIS, AGR	720452	PRESIDENCIA DA REPUBLICA	MOTIVO N√O ESPECIFICADO
00755569000167	MOVIMENTO CENTRO DE CULTURA E AUTOFORMACAO	509093	PRESIDENCIA DA REPUBLICA	INSTAURA«√O DE TCE
00755569000167	MOVIMENTO CENTRO DE CULTURA E AUTOFORMACAO	535263	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	MOTIVO N√O ESPECIFICADO
00756784000182	GRUPO DE TEATRO THESPIS	600297	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00764245000195	ASSOCIACAO DA RESISTENCIA CULTURAL AFRO-BRASILEIRA JACU	624341	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00766229000131	INSTITUTO PELO DESENVOLVIMENTO SAN EM MEIO TROPICAL	376906	MINISTERIO DA SAUDE	INSTAURA«√O DE TCE
00766639000182	JUPARA ASSES.P/ O DESENV. AGROEC DE COMUNIDADE RURAIS	516975	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00768913000152	INSTITUTO LATINO AMERICANO DE TECNOLOGIA EM EDUCACAO E	702122	MINISTERIO DO TRABALHO	MOTIVO N√O ESPECIFICADO
00768913000152	INSTITUTO LATINO AMERICANO DE TECNOLOGIA EM EDUCACAO E	748044	MINISTERIO DO TRABALHO	MOTIVO N√O ESPECIFICADO
00772568000120	CONSELHO DAS ALDEIAS WAIAPI	448949	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00772568000120	CONSELHO DAS ALDEIAS WAIAPI	514653	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00774961000153	CENTRO DE CULTURA POPULAR VIVA ARTE	521738	MINISTERIO DO TURISMO	INSTAURA«√O DE TCE
00774961000153	CENTRO DE CULTURA POPULAR VIVA ARTE	522556	MINISTERIO DO TURISMO	INSTAURA«√O DE TCE
00774961000153	CENTRO DE CULTURA POPULAR VIVA ARTE	522619	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00774961000153	CENTRO DE CULTURA POPULAR VIVA ARTE	524930	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00791095000109	ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CHAPADA	461945	MINISTERIO DA EDUCACAO	INSTAURA«√O DE TCE
00791095000109	ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CHAPADA	482148	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA EXECU«√O
00791095000109	ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CHAPADA	487982	MINISTERIO DOS DIREITOS HUMANOS	INSTAURA«√O DE TCE
00796762000146	ASSOCIACAO QUILOMBOLA DO SITIO ANGICO	617695	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00799205000189	FUNDACAO DE APOIO A PESQUISA	629297	MINISTERIO DOS DIREITOS HUMANOS	IRREGULARIDADES NA EXECU«√O
00806041000170	CIA DE CULTURA	589613	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00817796000170	CONSELHO INDIGENA DO VALE DO JAVARI-CIVAJA	412662	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00817796000170	CONSELHO INDIGENA DO VALE DO JAVARI-CIVAJA	446239	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00817796000170	CONSELHO INDIGENA DO VALE DO JAVARI-CIVAJA	449938	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00818233000104	ASSOCIACAO BRASILEIRA DOS CLUBES DA MELHOR IDADE-ES	731987	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
00829563000197	FUNDACAO OSCAR RUDGE	704578	MINISTERIO DOS DIREITOS HUMANOS	MOTIVO N√O ESPECIFICADO
00838531000158	ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPICIONAIS DE TEFE	333700	MINISTERIO DA EDUCACAO	INSTAURA«√O DE TCE
00839572000169	ASSOCIACAO POPULAR DE CULTURA CACERENSE	523341	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00847303000144	ASSOCIACAO DE ASSISTENCIA A CARENCIA SOCIAL	395709	MINISTERIO DO MEIO AMBIENTE	INSTAURA«√O DE TCE
00847303000144	ASSOCIACAO DE ASSISTENCIA A CARENCIA SOCIAL	433712	MINISTERIO DA SAUDE	INSTAURA«√O DE TCE
00847303000144	ASSOCIACAO DE ASSISTENCIA A CARENCIA SOCIAL	455733	MINISTERIO DA SAUDE	INSTAURA«√O DE TCE
00847303000144	ASSOCIACAO DE ASSISTENCIA A CARENCIA SOCIAL	494942	MINISTERIO DA SAUDE	INSTAURA«√O DE TCE
00847303000144	ASSOCIACAO DE ASSISTENCIA A CARENCIA SOCIAL	510395	MINISTERIO DA SAUDE	INSTAURA«√O DE TCE
00847303000144	ASSOCIACAO DE ASSISTENCIA A CARENCIA SOCIAL	525524	MINISTERIO DO ESPORTE	INEXECU«√O DO OBJETO (TOTAL OU PARCIAL)
00847303000144	ASSOCIACAO DE ASSISTENCIA A CARENCIA SOCIAL	618346	MINISTERIO DA SAUDE	INSTAURA«√O DE TCE
00847303000144	ASSOCIACAO DE ASSISTENCIA A CARENCIA SOCIAL	703118	MINISTERIO DA CULTURA	MOTIVO N√O ESPECIFICADO
00853993000144	INSTITUTO AGROFLORESTAL BERNARDO HAKVOORT	700294	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
00853993000144	INSTITUTO AGROFLORESTAL BERNARDO HAKVOORT	751866	PRESIDENCIA DA REPUBLICA	MOTIVO N√O ESPECIFICADO
00875892000174	ASSOCIACAO DE APOIO AO PROGRAMA DE CAPACITACAO SOLIDARI	406582	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA EXECU«√O
00875892000174	ASSOCIACAO DE APOIO AO PROGRAMA DE CAPACITACAO SOLIDARI	406602	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA EXECU«√O
00878857000109	FUNDACAO PARA O DESENVOLVIMENTO SOCIAL E INSTITUCIONAL	368207	MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA	IRREGULARIDADES NA EXECU«√O
00878857000109	FUNDACAO PARA O DESENVOLVIMENTO SOCIAL E INSTITUCIONAL	402524	MINISTERIO DA SAUDE	INSTAURA«√O DE TCE
00888184000178	ASSOCIACAO BARRAGARCENSE DOS CEGOS	423242	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00888242000163	ASS COM DOS PROD RURAIS RIO VERDE E LAGOA DE SAO JOAO	317914	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00888496000181	ASSOCIACAO RURAL DE CAMPO GRANDE	317830	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00892062000155	FEDERACAO DE APOIO AS INSTITUICOES SOCIAIS E ESCOLAS AL	579306	MINISTERIO DA EDUCACAO	INSTAURA«√O DE TCE
00894498000183	CENTRO DE CONVIVENCIA MUNDO MELHOR	624324	MINISTERIO DA CULTURA	IRREGULARIDADES NA EXECU«√O
00898019000105	CONGRESSO NACIONAL AFRO-BRASILEIRO	579302	MINISTERIO DA EDUCACAO	INSTAURA«√O DE TCE
00898019000105	CONGRESSO NACIONAL AFRO-BRASILEIRO	582803	MINISTERIO DA SAUDE	INSTAURA«√O DE TCE
00898019000105	CONGRESSO NACIONAL AFRO-BRASILEIRO	620786	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00927080000125	CATAVENTO COMUNICACAO E EDUCACAO	533925	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00929006000148	AOPA - ASSOCIACAO PARA O DESENVOLVIMENTO DA AGROECOLOGI	466491	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00929006000148	AOPA - ASSOCIACAO PARA O DESENVOLVIMENTO DA AGROECOLOGI	491330	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00929006000148	AOPA - ASSOCIACAO PARA O DESENVOLVIMENTO DA AGROECOLOGI	564654	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00936770000140	ASSOCIACAO DOS PRODUT RUR IRRIGANTES DO VALE DO MOXOTO	487368	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00952189000112	ASSOCIACAO DE PAIS E AMIGOS DOS EXEPCIONAIS DE APERIBE	455391	MINISTERIO DA EDUCACAO	INSTAURA«√O DE TCE
00975889000122	ASSOCIACAO MANT.DA ESCOLA FAMILIA AGRI.DE LADEIRINHAS	560026	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA EXECU«√O
00977370000183	ASSOCIACAO DE PRESERVACAO DA CULTURA CIGANA	481969	MINISTERIO DOS DIREITOS HUMANOS	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
00977370000183	ASSOCIACAO DE PRESERVACAO DA CULTURA CIGANA	610865	MINISTERIO DA CULTURA	INSTAURA«√O DE TCE
00985693000119	MARACATU LEAO VENCEDOR	554225	MINISTERIO DA CULTURA	IRREGULARIDADES NA EXECU«√O
00989966000101	CONSORCIACAO DE ASS PARA O DES DA PESCA LITORAL NORTE	537286	PRESIDENCIA DA REPUBLICA	INSTAURA«√O DE TCE
00995663000193	SOCIEDADE DE CULTURA DOMBALI	510112	MINISTERIO DOS DIREITOS HUMANOS	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
01002877000184	INSTITUTO DE ESTUDOS SOCIO AMBIENTAIS	514134	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
01002877000184	INSTITUTO DE ESTUDOS SOCIO AMBIENTAIS	525507	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
01010997000123	UNIAO DAS ALDEIAS KRAHO	396530	MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA	IRREGULARIDADES NA EXECU«√O
01010997000123	UNIAO DAS ALDEIAS KRAHO	555674	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
01010997000123	UNIAO DAS ALDEIAS KRAHO	558905	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
01010997000123	UNIAO DAS ALDEIAS KRAHO	589682	PRESIDENCIA DA REPUBLICA	INSTAURA«√O DE TCE
01015509000170	UNIAO DAS ASSOCIACOES AGROPECUARIAS DO AMAZONAS	317928	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INSTAURA«√O DE TCE
01017280000103	COOPERATIVA CENTRAL DO NORDESTE DA BAHIA RESP LTDA	312649	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INSTAURA«√O DE TCE
01020933000103	ASSOCIACAO DOS PEQ.PRODUTORES RURAIS DE SAO JOSE	463385	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INSTAURA«√O DE TCE
01024643000138	UNIAO DOS VEREADORES DO ESTADO DE SAO PAULO UVESP	605641	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
01030493000175	OBRA ASSISTENCIAL CENTRO ESPIRITA MENSAGEIROS DE OXALA	538298	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
01030493000175	OBRA ASSISTENCIAL CENTRO ESPIRITA MENSAGEIROS DE OXALA	598822	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
01033312000164	ASSOCIACAO COMUNITARIA BENEFICENTE DE ENC E UMBURANAS	715385	MINISTERIO DA CULTURA	MOTIVO N√O ESPECIFICADO
01036642000103	ASSOCIACAO DAS MULHERES INDIGENAS CENTRO OESTE PAULISTA	494049	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
01049618000109	MATERNIDADE DR ADALBERTO PEREIRA DA SILVA	386090	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
01051518000117	INSTITUTO DE APOIO AO DESENVOLVIMENTO HUMANO E DO MEIO	375511	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
01051518000117	INSTITUTO DE APOIO AO DESENVOLVIMENTO HUMANO E DO MEIO	413480	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
01051518000117	INSTITUTO DE APOIO AO DESENVOLVIMENTO HUMANO E DO MEIO	447223	MINISTERIO DA SAUDE	IRREGULARIDADES NA EXECU«√O
01051518000117	INSTITUTO DE APOIO AO DESENVOLVIMENTO HUMANO E DO MEIO	448976	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
01051518000117	INSTITUTO DE APOIO AO DESENVOLVIMENTO HUMANO E DO MEIO	490660	PRESIDENCIA DA REPUBLICA	INSTAURA«√O DE TCE
01051550000100	ASSOCIACAO DE DESENV COMUNITARIO RE DO LARANJAL	356946	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
01052752000169	ASAS DE SOCORRO	520303	MINISTERIO DA SAUDE	INSTAURA«√O DE TCE
01060586000142	FUNDACAO 21 DE ABRIL	414032	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECU«√O
01060586000142	FUNDACAO 21 DE ABRIL	499736	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECU«√O
01060586000142	FUNDACAO 21 DE ABRIL	562260	MINISTERIO DO TURISMO	INSTAURA«√O DE TCE
01060586000142	FUNDACAO 21 DE ABRIL	591032	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECU«√O
01065631000151	ASSOCIACAO BRASILEIRA DE TURISMO RURAL	752334	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
01066691000199	SIND TRAB COND DE VEIC DE DUAS RODAS DO EST DE GOIAS	702112	MINISTERIO DO TRABALHO	MOTIVO N√O ESPECIFICADO
01066691000199	SIND TRAB COND DE VEIC DE DUAS RODAS DO EST DE GOIAS	728505	MINISTERIO DO TRABALHO	MOTIVO N√O ESPECIFICADO
01066905000127	FUNDACAO COMISSAO DE TURISMO INTEGRADO DO NORDESTE	630687	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECU«√O
01066905000127	FUNDACAO COMISSAO DE TURISMO INTEGRADO DO NORDESTE	704924	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
01066905000127	FUNDACAO COMISSAO DE TURISMO INTEGRADO DO NORDESTE	704963	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
01066905000127	FUNDACAO COMISSAO DE TURISMO INTEGRADO DO NORDESTE	715857	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
01068352000141	ASSOCIACAO DOS APICULTORES DO ESTADO DE GOIAS	512430	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INSTAURA«√O DE TCE
01073457000199	FAPEC - FUNDACAO ALAGOANA DE PESQUISA, EDUCACAO E CULTU	432887	MINISTERIO DA EDUCACAO	INSTAURA«√O DE TCE
01081476000167	ASSOCIACAO MUSICAL 10 DE AGOSTO	527824	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECU«√O
01086983000193	FUNDACAO DE ASSISTENCIA AO SUDESTE AMAZONICO	478578	MINISTERIO DA SAUDE	IRREGULARIDADES NA EXECU«√O
01096109000137	FUNDACAO PARQUE DE EVENTOS E DESENV DE BENTO GONCALVES	702952	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
01101595000134	GRUPO ESTRUTURACAO GRUPO HOMOSSEXUAL DE BRASILIA GE	527360	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
01101595000134	GRUPO ESTRUTURACAO GRUPO HOMOSSEXUAL DE BRASILIA GE	527368	MINISTERIO DOS DIREITOS HUMANOS	INSTAURA«√O DE TCE
01101595000134	GRUPO ESTRUTURACAO GRUPO HOMOSSEXUAL DE BRASILIA GE	538511	MINISTERIO DOS DIREITOS HUMANOS	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
01106059000121	ASSOCIACAO OLIMPIENSE DEFESA DO FOLCLORE BRASILEIRO	566881	MINISTERIO DO TURISMO	INSTAURA«√O DE TCE
01131133000160	APAE ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS	405510	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA EXECU«√O
01131133000160	APAE ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS	463653	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA EXECU«√O
01143318000194	ASSOCIACAO VYTY-CATI DAS COMUNIDADES INDIGENAS TIMBIRA	571420	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
01146526000147	IPD-INSTITUTO DE PROMOCAO DO DESENVOLVIMENTO	534740	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	IRREGULARIDADES NA EXECU«√O
01158768000150	ASSOCIACAO CULTURAL E RELIGIOSA ALCANTARENSE	452685	MINISTERIO DA CULTURA	IRREGULARIDADES NA EXECU«√O
01158768000150	ASSOCIACAO CULTURAL E RELIGIOSA ALCANTARENSE	523991	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
